uni_const_code,n_indnota_pre,n_indnota_post
1|18|35,1,2
1|18|36,,6
1|18|37,3,5
1|18|38,,4
1|18|39,,4
1|18|4,20,23
1|18|40,6,7
1|18|41,4,7
1|18|42,5,7
1|18|43,,4
1|18|44,,1
1|18|45,1,3
1|18|46,2,3
1|18|47,1,2
1|18|48,,4
1|18|49,,2
1|18|5,1,9
1|18|50,2,3
1|18|51,3,3
1|18|52,3,5
1|18|53,5,5
1|18|54,4,5
1|18|55,3,7
1|18|56,4,6
1|18|57,3,8
1|18|58,1,6
1|18|59,3,7
1|18|6,14,18
1|18|60,,7
1|18|61,,2
1|18|62,1,4
1|18|63,,3
1|18|64,4,7
1|18|65,2,8
1|18|66,1,6
1|18|67,,4
1|18|68,,4
1|18|69,1,5
1|18|7,5,9
1|18|70,4,8
1|18|71,2,7
1|18|72,,3
1|18|73,2,3
1|18|74,1,7
1|18|75,2,4
1|18|76,1,1
1|18|77,1,2
1|18|78,2,3
1|18|79,,2
1|18|8,13,10
1|18|80,1,5
1|18|81,1,3
1|18|82,,1
1|18|83,,4
1|18|84,1,4
1|18|85,1,5
1|18|86,3,4
1|18|87,,4
1|18|88,2,3
1|18|89,1,4
1|18|9,4,10
1|18|90,7,10
1|18|91,2,3
1|18|92,4,3
1|18|93,1,5
1|18|94,2,5
1|18|95,,2
1|18|96,3,2
1|18|97,,3
1|18|98,,3
1|18|99,2,2
1|19|1,2,3
1|19|10,3,1
1|19|100,2,2
1|19|101,2,2
1|19|102,,2
1|19|103,1,2
1|19|104,2,4
1|19|105,2,5
1|19|106,2,4
1|19|107,,2
1|19|108,1,2
1|19|109,,1
1|19|11,1,7
1|19|110,,1
1|19|111,1,1
1|19|112,1,4
1|19|113,1,2
1|19|114,,2
1|19|115,5,2
1|19|116,1,4
1|19|117,4,3
1|19|118,,1
1|19|119,1,1
1|19|12,3,2
1|19|120,2,1
1|19|121,1,1
1|19|122,1,1
1|19|123,3,2
1|19|124,1,1
1|19|125,,1
1|19|126,1,2
1|19|127,,1
1|19|128,1,2
1|19|129,2,2
1|19|13,1,4
1|19|130,2,1
1|19|131,1,1
1|19|132,,2
1|19|133,1,1
1|19|134,2,4
1|19|135,,2
1|19|136,1,5
1|19|137,2,3
1|19|138,,2
1|19|139,,1
1|19|14,1,1
1|19|140,2,3
1|19|141,2,2
1|19|142,3,5
1|19|143,,5
1|19|144,1,1
1|19|145,3,2
1|19|146,1,2
1|19|147,2,3
1|19|148,1,2
1|19|149,3,6
1|19|15,1,1
1|19|150,6,5
1|19|151,4,2
1|19|152,2,4
1|19|153,4,5
1|19|154,1,4
1|19|155,2,2
1|19|156,2,2
1|19|157,1,2
1|19|158,4,8
1|19|159,5,7
1|19|16,2,1
1|19|160,2,3
1|19|161,2,4
1|19|162,4,4
1|19|163,4,6
1|19|164,3,4
1|19|165,7,6
1|19|166,6,6
1|19|167,3,5
1|19|168,2,4
1|19|169,9,9
1|19|17,1,1
1|19|170,4,10
1|19|171,3,8
1|19|172,2,3
1|19|173,5,4
1|19|174,4,5
1|19|175,2,3
1|19|176,4,6
1|19|177,2,5
1|19|178,2,2
1|19|179,,3
1|19|18,,1
1|19|180,3,4
1|19|181,3,3
1|19|182,2,4
1|19|183,3,5
1|19|184,4,6
1|19|185,,2
1|19|186,,2
1|19|187,2,1
1|19|188,,2
1|19|189,1,2
1|19|19,2,2
1|19|190,1,2
1|19|191,1,1
1|19|192,,2
1|19|193,,1
1|19|194,,1
1|19|195,2,2
1|19|196,,1
1|19|197,,2
1|19|198,,1
1|19|199,,2
1|19|2,1,3
1|19|20,1,1
1|19|200,,1
1|19|201,,1
1|19|202,,4
1|19|203,1,2
1|19|204,2,1
1|19|205,1,3
1|19|206,1,1
1|19|207,1,3
1|19|208,1,3
1|19|209,1,1
1|19|21,1,3
1|19|210,,1
1|19|211,1,2
1|19|212,3,2
1|19|213,1,1
1|19|214,,2
1|19|215,1,2
1|19|216,2,1
1|19|217,1,2
1|19|218,1,1
1|19|219,1,1
1|19|22,,4
1|19|220,1,3
1|19|221,1,2
1|19|222,1,2
1|19|223,1,3
1|19|224,1,2
1|19|225,,1
1|19|226,1,1
1|19|227,,2
1|19|228,1,2
1|19|229,,1
1|19|23,,2
1|19|230,,1
1|19|231,,2
1|19|232,,1
1|19|233,,1
1|19|234,1,2
1|19|235,,1
1|19|236,3,1
1|19|237,2,1
1|19|238,1,3
1|19|239,2,3
1|19|24,1,2
1|19|240,,2
1|19|241,2,2
1|19|242,1,6
1|19|243,1,1
1|19|244,1,1
1|19|245,,2
1|19|246,,1
1|19|247,,2
1|19|248,2,2
1|19|249,1,1
1|19|25,1,2
1|19|250,3,2
1|19|251,,2
1|19|252,3,1
1|19|253,2,2
1|19|254,,2
1|19|255,,1
1|19|256,,1
1|19|257,,2
1|19|258,,1
1|19|259,,1
1|19|26,1,2
1|19|260,,2
1|19|261,,1
1|19|262,,2
1|19|263,,1
1|19|264,1,1
1|19|265,,2
1|19|266,,1
1|19|267,,2
1|19|268,1,3
1|19|269,,1
1|19|27,3,3
1|19|270,2,1
1|19|271,1,1
1|19|272,,1
1|19|273,1,2
1|19|274,,1
1|19|275,2,2
1|19|276,,3
1|19|277,,2
1|19|278,,1
1|19|279,,2
1|19|28,3,3
1|19|280,,1
1|19|281,,1
1|19|282,,2
1|19|283,1,1
1|19|284,,2
1|19|285,3,2
1|19|286,,2
1|19|287,,2
1|19|288,,1
1|19|289,1,2
1|19|29,2,1
1|19|290,,2
1|19|291,1,2
1|19|292,2,1
1|19|293,3,2
1|19|294,1,1
1|19|3,3,4
1|19|30,1,2
1|19|31,1,2
1|19|32,5,4
1|19|33,3,3
1|19|34,6,1
1|19|35,1,2
1|19|36,2,1
1|19|37,2,3
1|19|38,1,2
1|19|39,1,1
1|19|4,4,1
1|19|40,2,1
1|19|41,5,2
1|19|42,4,1
1|19|43,1,3
1|19|44,2,2
1|19|45,2,1
1|19|46,2,1
1|19|47,2,1
1|19|48,3,2
1|19|49,,2
1|19|5,1,2
1|19|50,2,2
1|19|51,2,3
1|19|52,1,3
1|19|53,,8
1|19|54,1,2
1|19|55,1,2
1|19|56,1,3
1|19|57,1,2
1|19|58,,5
1|19|59,,1
1|19|6,3,1
1|19|60,3,3
1|19|61,,1
1|19|62,3,4
1|19|63,2,2
1|19|64,1,3
1|19|65,1,1
1|19|66,1,2
1|19|67,,2
1|19|68,2,3
1|19|69,2,1
1|19|7,3,4
1|19|70,,2
1|19|71,,1
1|19|72,1,2
1|19|73,2,3
1|19|74,1,2
1|19|75,2,5
1|19|76,2,4
1|19|77,2,1
1|19|78,1,1
1|19|79,,1
1|19|8,2,1
1|19|80,2,1
1|19|81,2,1
1|19|82,,1
1|19|83,1,1
1|19|84,,1
1|19|85,1,1
1|19|86,,1
1|19|87,,1
1|19|88,1,1
1|19|89,1,1
1|19|9,2,2
1|19|90,,4
1|19|91,,1
1|19|92,,1
1|19|93,,1
1|19|94,1,2
1|19|95,,1
1|19|96,,1
1|19|97,2,3
1|19|98,,1
1|19|99,1,1
1|1|1,5,1
1|1|10,7,6
1|1|11,10,3
1|1|12,8,5
1|1|13,3,6
1|1|14,3,4
1|1|15,4,7
1|1|16,2,3
1|1|17,2,8
1|1|18,6,5
1|1|19,7,8
1|1|2,6,4
1|1|20,7,4
1|1|21,2,3
1|1|22,9,6
1|1|23,16,9
1|1|24,8,5
1|1|25,4,6
1|1|26,4,3
1|1|27,7,2
1|1|28,7,2
1|1|29,2,3
1|1|3,4,1
1|1|30,1,3
1|1|31,8,3
1|1|32,6,3
1|1|33,7,5
1|1|34,4,5
1|1|35,3,3
1|1|36,6,4
1|1|37,6,10
1|1|38,10,3
1|1|39,6,2
1|1|4,7,6
1|1|40,8,3
1|1|41,6,3
1|1|42,4,3
1|1|43,7,2
1|1|44,6,4
1|1|45,3,1
1|1|46,3,2
1|1|47,3,3
1|1|48,1,1
1|1|49,1,1
1|1|5,8,6
1|1|50,1,2
1|1|51,6,4
1|1|52,7,6
1|1|53,8,7
1|1|54,2,5
1|1|55,2,2
1|1|56,10,1
1|1|57,4,1
1|1|58,9,9
1|1|59,1,5
1|1|6,4,1
1|1|60,7,4
1|1|61,4,1
1|1|62,3,2
1|1|63,3,6
1|1|64,2,7
1|1|65,9,7
1|1|66,6,3
1|1|67,6,3
1|1|68,3,1
1|1|69,7,7
1|1|7,2,7
1|1|70,8,3
1|1|71,5,4
1|1|72,7,5
1|1|73,19,7
1|1|74,15,2
1|1|75,2,5
1|1|76,6,5
1|1|77,3,2
1|1|78,1,4
1|1|79,14,3
1|1|8,13,11
1|1|80,2,3
1|1|81,3,5
1|1|82,4,5
1|1|83,13,8
1|1|84,6,3
1|1|85,2,4
1|1|86,1,5
1|1|87,4,4
1|1|9,,2
1|20|1,2,7.5
1|20|10,12,4
1|20|11,13,9.5
1|20|12,19,9
1|20|13,13,5
1|20|14,9,8.5
1|20|15,5,3
1|20|16,8,4
1|20|17,15,5.5
1|20|18,11,5.5
1|20|19,8,7
1|20|2,7,3
1|20|20,6,7.5
1|20|21,3,4.5
1|20|22,11,8
1|20|23,10,10
1|20|24,11,6
1|20|25,9,8.5
1|20|26,4,5.5
1|20|27,4,1.5
1|20|28,3,6.5
1|20|29,6,6
1|20|3,4,4
1|20|30,4,3
1|20|31,8,6.5
1|20|32,7,3
1|20|33,11,4
1|20|34,13,6.5
1|20|35,14,6.5
1|20|36,23,13
1|20|37,10,2.5
1|20|38,13,6.5
1|20|39,6,2.5
1|20|4,4,4
1|20|40,11,6.5
1|20|41,11,6
1|20|42,16,5.5
1|20|43,6,5
1|20|44,2,3.5
1|20|45,4,6
1|20|46,8,3.5
1|20|47,2,2.5
1|20|48,6,7.5
1|20|49,7,6.5
1|20|5,4,4
1|20|50,11,13
1|20|51,4,3.5
1|20|52,4,4.5
1|20|53,6,3.5
1|20|54,2,4.5
1|20|55,3,3
1|20|56,1,4
1|20|57,6,4.5
1|20|58,8,5
1|20|59,5,2.5
1|20|6,7,4.5
1|20|60,4,3
1|20|61,8,4
1|20|62,9,5.5
1|20|63,9,4
1|20|64,12,11.5
1|20|65,8,3.5
1|20|66,10,5.5
1|20|67,6,4
1|20|68,14,4
1|20|69,5,5.5
1|20|7,2,4
1|20|70,5,4
1|20|71,6,3.5
1|20|72,3,7.5
1|20|73,8,3
1|20|74,3,4
1|20|75,13,6
1|20|76,12,9.5
1|20|77,11,9
1|20|78,5,2.5
1|20|79,8,6.5
1|20|8,12,4.5
1|20|80,12,9
1|20|81,18,11
1|20|9,4,5
1|21|1,,3
1|21|10,4,5
1|21|100,3,3
1|21|101,3,1
1|21|102,1,1
1|21|103,,3
1|21|104,2,4
1|21|105,4,1
1|21|106,2,3
1|21|107,1,2
1|21|108,3,3
1|21|109,4,3
1|21|11,6,3
1|21|110,1,2
1|21|111,3,2
1|21|112,5,3
1|21|113,5,3
1|21|114,5,6
1|21|115,1,4
1|21|116,5,4
1|21|117,3,7
1|21|118,1,3
1|21|119,4,3
1|21|12,5,5
1|21|120,1,2
1|21|121,3,2
1|21|122,6,2
1|21|123,2,2
1|21|124,5,5
1|21|125,1,2
1|21|126,1,1
1|21|127,1,2
1|21|128,4,2
1|21|129,3,4
1|21|13,9,5
1|21|130,1,1
1|21|131,1,2
1|21|132,4,3
1|21|133,3,4
1|21|134,1,2
1|21|135,4,4
1|21|136,1,2
1|21|137,2,2
1|21|138,2,4
1|21|139,3,3
1|21|14,3,4
1|21|140,2,2
1|21|141,3,4
1|21|142,1,1
1|21|143,1,3
1|21|144,4,4
1|21|145,,2
1|21|146,,4
1|21|147,3,3
1|21|15,3,1
1|21|16,7,1
1|21|17,2,4
1|21|18,4,3
1|21|19,,2
1|21|2,1,2
1|21|20,4,3
1|21|21,3,2
1|21|22,1,2
1|21|23,1,3
1|21|24,2,2
1|21|25,14,5
1|21|26,2,4
1|21|27,3,3
1|21|28,5,9
1|21|29,4,1
1|21|3,,1
1|21|30,3,3
1|21|31,4,3
1|21|32,4,3
1|21|33,4,1
1|21|34,8,12
1|21|35,3,2
1|21|36,,1
1|21|37,1,2
1|21|38,4,6
1|21|39,4,1
1|21|4,4,1
1|21|40,3,1
1|21|41,1,1
1|21|42,1,1
1|21|43,1,5
1|21|44,4,2
1|21|45,1,2
1|21|46,1,1
1|21|47,3,1
1|21|48,2,2
1|21|49,,3
1|21|5,,3
1|21|50,2,5
1|21|51,2,2
1|21|52,1,2
1|21|53,4,5
1|21|54,4,7
1|21|55,2,4
1|21|56,1,2
1|21|57,,2
1|21|58,,2
1|21|59,8,6
1|21|6,3,3
1|21|60,4,3
1|21|61,,1
1|21|62,,3
1|21|63,6,5
1|21|64,,2
1|21|65,4,1
1|21|66,1,3
1|21|67,2,3
1|21|68,2,3
1|21|69,1,3
1|21|7,7,1
1|21|70,3,8
1|21|71,,2
1|21|72,3,5
1|21|73,,3
1|21|74,1,1
1|21|75,,4
1|21|76,,2
1|21|77,2,1
1|21|78,3,2
1|21|79,4,1
1|21|8,3,2
1|21|80,1,2
1|21|81,4,6
1|21|82,3,3
1|21|83,5,2
1|21|84,1,2
1|21|85,1,3
1|21|86,7,4
1|21|87,3,6
1|21|88,2,6
1|21|89,4,1
1|21|9,1,3
1|21|90,3,3
1|21|91,2,2
1|21|92,1,1
1|21|93,,2
1|21|94,1,3
1|21|95,,3
1|21|96,,3
1|21|97,1,2
1|21|98,,1
1|21|99,1,1
1|22|1,3,3
1|22|10,6,9.5
1|22|11,9,7.5
1|22|12,3,4.5
1|22|13,2,5
1|22|14,,3.5
1|22|15,1,2.5
1|22|16,8,8.5
1|22|17,5,5.5
1|22|18,4,4
1|22|19,5,3
1|22|2,3,3.5
1|22|20,2,2.5
1|22|21,6,9.5
1|22|22,7,3
1|22|23,4,2
1|22|24,5,5
1|22|25,5,9
1|22|26,3,10.5
1|22|27,2,3.5
1|22|28,3,10.5
1|22|29,5,11.5
1|22|3,4,2.5
1|22|30,5,11.5
1|22|31,8,6
1|22|32,3,4
1|22|33,3,4
1|22|34,2,4
1|22|35,3,6
1|22|36,10,6.5
1|22|37,,5.5
1|22|38,1,3
1|22|39,5,2
1|22|4,7,5.5
1|22|40,7,4.5
1|22|41,6,9
1|22|42,7,6.5
1|22|43,7,5
1|22|44,7,15
1|22|45,2,6.5
1|22|46,4,8
1|22|47,5,6.5
1|22|48,9,9.5
1|22|49,5,16
1|22|5,18,10
1|22|50,4,10
1|22|51,13,29.5
1|22|52,3,6.5
1|22|53,6,5.5
1|22|54,5,4
1|22|55,,1.5
1|22|56,3,3.5
1|22|57,9,7.5
1|22|58,6,9.5
1|22|59,1,3
1|22|6,4,7
1|22|60,3,4.5
1|22|61,1,5
1|22|62,4,5
1|22|63,4,4
1|22|64,4,10
1|22|65,3,8
1|22|66,9,8
1|22|67,7,4
1|22|68,2,6.5
1|22|69,6,6.5
1|22|7,5,7.5
1|22|70,2,7.5
1|22|71,3,7.5
1|22|72,6,9.5
1|22|73,3,6
1|22|74,4,4.5
1|22|75,6,14.5
1|22|76,1,4
1|22|77,,6
1|22|78,2,4
1|22|79,,2.5
1|22|8,6,5
1|22|80,3,1.5
1|22|81,3,2.5
1|22|82,3,3.5
1|22|83,2,2.5
1|22|84,1,2.5
1|22|85,2,2
1|22|86,7,7
1|22|87,4,2
1|22|88,,2
1|22|89,2,3
1|22|9,5,7
1|22|90,,1
1|23|1,8,3.5
1|23|10,10,7
1|23|100,4,4.5
1|23|101,7,4
1|23|102,1,1.5
1|23|103,4,3
1|23|104,1,2.5
1|23|105,4,4
1|23|106,7,6
1|23|107,6,1.5
1|23|108,5,4
1|23|109,8,8.5
1|23|11,20,19
1|23|110,16,5.5
1|23|111,17,10
1|23|112,4,5.5
1|23|113,5,8
1|23|114,6,2.5
1|23|115,7,9.5
1|23|116,9,6
1|23|117,8,2
1|23|118,2,3
1|23|119,2,3
1|23|12,15,23
1|23|120,6,2.5
1|23|121,2,3
1|23|122,3,5
1|23|123,5,4
1|23|124,8,8
1|23|125,8,9
1|23|126,6,7.5
1|23|127,6,4.5
1|23|128,8,7
1|23|129,6,5
1|23|13,7,6.5
1|23|130,6,8
1|23|131,4,6
1|23|132,1,4
1|23|133,2,2.5
1|23|134,3,3
1|23|135,8,7
1|23|136,7,5
1|23|137,3,4
1|23|138,9,8
1|23|139,3,3
1|23|14,1,6.5
1|23|140,1,4
1|23|141,4,5
1|23|142,6,5.5
1|23|143,11,10
1|23|144,4,5.5
1|23|145,4,4
1|23|146,,2.5
1|23|147,7,7
1|23|148,5,3.5
1|23|149,3,2
1|23|15,8,9
1|23|150,2,5.5
1|23|151,5,12.5
1|23|152,6,5.5
1|23|153,5,4.5
1|23|154,4,8
1|23|155,7,4
1|23|156,4,7.5
1|23|157,3,3
1|23|158,10,9
1|23|159,6,5
1|23|16,4,5.5
1|23|160,3,5.5
1|23|161,4,6.5
1|23|162,11,6.5
1|23|163,4,3
1|23|164,7,3.5
1|23|165,,4.5
1|23|166,2,3
1|23|167,6,7.5
1|23|168,4,3.5
1|23|169,6,4
1|23|17,8,5.5
1|23|170,4,7
1|23|171,3,6
1|23|172,3,4
1|23|173,1,3.5
1|23|174,1,4
1|23|175,3,2.5
1|23|176,1,3.5
1|23|177,2,2.5
1|23|178,1,2.5
1|23|179,,2
1|23|18,7,8
1|23|180,4,5.5
1|23|181,1,3
1|23|182,2,5.5
1|23|183,5,6
1|23|184,8,4
1|23|185,4,6.5
1|23|186,,4
1|23|187,4,2.5
1|23|188,1,2
1|23|189,3,1.5
1|23|19,9,5
1|23|190,2,3
1|23|191,3,2.5
1|23|192,1,4.5
1|23|193,6,5
1|23|194,6,4.5
1|23|195,7,2
1|23|196,4,1.5
1|23|197,4,2.5
1|23|198,1,1.5
1|23|199,1,3
1|23|2,8,8
1|23|20,15,10.5
1|23|200,5,2.5
1|23|201,7,8
1|23|202,1,4
1|23|203,4,7
1|23|204,4,5
1|23|205,4,4
1|23|206,2,6
1|23|207,6,3.5
1|23|208,3,7
1|23|209,5,4.5
1|23|21,8,5
1|23|210,3,4
1|23|211,5,3.5
1|23|212,3,7.5
1|23|213,5,3.5
1|23|214,3,3.5
1|23|215,3,5
1|23|216,5,3.5
1|23|217,5,5
1|23|218,2,3.5
1|23|219,3,1
1|23|22,9,4
1|23|220,3,6
1|23|221,3,4
1|23|222,3,2.5
1|23|223,2,3.5
1|23|224,1,6
1|23|225,3,3.5
1|23|226,1,3
1|23|227,3,6
1|23|228,,2
1|23|229,5,4.5
1|23|23,14,5
1|23|230,1,4
1|23|24,22,12
1|23|25,16,7.5
1|23|26,26,11
1|23|27,26,8.5
1|23|28,14,6
1|23|29,10,6
1|23|3,6,4
1|23|30,6,3.5
1|23|31,5,5.5
1|23|32,4,4
1|23|33,8,7.5
1|23|34,4,10
1|23|35,,1.5
1|23|36,6,16.5
1|23|37,4,8
1|23|38,3,4
1|23|39,5,9.5
1|23|4,10,6.5
1|23|40,1,2.5
1|23|41,7,5.5
1|23|42,7,8
1|23|43,19,12
1|23|44,15,6
1|23|45,16,11
1|23|46,20,8.5
1|23|47,21,8.5
1|23|48,13,7.5
1|23|49,14,2.5
1|23|5,6,6
1|23|50,7,7.5
1|23|51,9,8.5
1|23|52,9,8.5
1|23|53,16,12
1|23|54,8,10
1|23|55,6,8
1|23|56,4,5
1|23|57,3,3
1|23|58,10,6
1|23|59,,2.5
1|23|6,9,8
1|23|60,10,9
1|23|61,8,7.5
1|23|62,6,6
1|23|63,11,12
1|23|64,5,7.5
1|23|65,12,6
1|23|66,10,3.5
1|23|67,6,11
1|23|68,11,9
1|23|69,15,10.5
1|23|7,9,6
1|23|70,6,9.5
1|23|71,8,8.5
1|23|72,16,11
1|23|73,8,4.5
1|23|74,4,9
1|23|75,7,7.5
1|23|76,6,8
1|23|77,10,4
1|23|78,8,4.5
1|23|79,2,3
1|23|8,3,4
1|23|80,7,10.5
1|23|81,2,4.5
1|23|82,3,5
1|23|83,5,4
1|23|84,5,4
1|23|85,3,8.5
1|23|86,14,7
1|23|87,2,3
1|23|88,6,4
1|23|89,2,3.5
1|23|9,11,24.5
1|23|90,3,4
1|23|91,2,3
1|23|92,5,6.5
1|23|93,8,5
1|23|94,8,6.5
1|23|95,3,8
1|23|96,10,4.5
1|23|97,3,4
1|23|98,5,9.5
1|23|99,4,5.5
1|24|1,1,6
1|24|10,2,5
1|24|100,4,8
1|24|101,7,5
1|24|102,1,9
1|24|103,10,5
1|24|104,5,2
1|24|105,7,5
1|24|106,5,3
1|24|107,8,18
1|24|108,,2
1|24|109,1,3
1|24|11,1,6
1|24|110,1,5
1|24|111,5,5
1|24|112,4,2
1|24|113,,5
1|24|114,2,4
1|24|115,4,5
1|24|116,8,7
1|24|117,,2
1|24|118,3,3
1|24|119,3,2
1|24|12,7,8
1|24|120,2,3
1|24|121,4,2
1|24|122,1,6
1|24|123,,1
1|24|124,,1
1|24|125,1,2
1|24|126,3,7
1|24|127,3,2
1|24|128,,3
1|24|129,,1
1|24|13,7,5
1|24|130,1,1
1|24|131,1,3
1|24|132,3,3
1|24|133,,1
1|24|134,2,2
1|24|135,4,2
1|24|136,3,5
1|24|137,1,2
1|24|138,2,4
1|24|139,1,4
1|24|14,3,2
1|24|140,4,6
1|24|141,2,3
1|24|142,3,2
1|24|143,4,3
1|24|144,2,4
1|24|145,2,5
1|24|146,5,4
1|24|147,5,6
1|24|148,3,4
1|24|149,4,4
1|24|15,,2
1|24|150,2,5
1|24|151,2,6
1|24|152,,1
1|24|153,4,3
1|24|154,4,5
1|24|155,5,3
1|24|156,1,3
1|24|157,1,3
1|24|158,2,6
1|24|159,10,9
1|24|16,4,11
1|24|160,9,8
1|24|161,1,2
1|24|162,,6
1|24|163,11,6
1|24|164,3,6
1|24|165,,3
1|24|166,1,5
1|24|167,1,8
1|24|168,5,4
1|24|169,1,3
1|24|17,5,6
1|24|170,2,1
1|24|171,4,4
1|24|172,2,3
1|24|173,1,2
1|24|174,1,5
1|24|175,5,7
1|24|176,,2
1|24|177,2,1
1|24|178,,1
1|24|179,1,3
1|24|18,8,6
1|24|180,3,6
1|24|181,2,1
1|24|182,2,3
1|24|19,5,8
1|24|2,4,12
1|24|20,1,5
1|24|21,3,5
1|24|22,2,4
1|24|23,2,7
1|24|24,2,5
1|24|25,11,26
1|24|26,2,7
1|24|27,12,2
1|24|28,2,6
1|24|29,1,3
1|24|3,3,9
1|24|30,2,4
1|24|31,1,3
1|24|32,3,3
1|24|33,2,4
1|24|34,2,2
1|24|35,2,4
1|24|36,4,5
1|24|37,3,9
1|24|38,10,5
1|24|39,1,15
1|24|4,1,8
1|24|40,4,6
1|24|41,5,11
1|24|42,5,4
1|24|43,8,13
1|24|44,,3
1|24|45,5,5
1|24|46,4,7
1|24|47,2,4
1|24|48,3,5
1|24|49,6,7
1|24|5,1,7
1|24|50,2,5
1|24|51,11,6
1|24|52,4,6
1|24|53,2,3
1|24|54,3,3
1|24|55,,4
1|24|56,3,4
1|24|57,5,4
1|24|58,4,9
1|24|59,4,9
1|24|6,4,7
1|24|60,3,5
1|24|61,7,8
1|24|62,7,12
1|24|63,1,7
1|24|64,8,6
1|24|65,3,5
1|24|66,8,6
1|24|67,4,7
1|24|68,2,7
1|24|69,8,10
1|24|7,1,4
1|24|70,2,5
1|24|71,4,10
1|24|72,10,9
1|24|73,2,5
1|24|74,13,6
1|24|75,11,7
1|24|76,3,5
1|24|77,8,19
1|24|78,7,18
1|24|79,9,5
1|24|8,3,4
1|24|80,7,9
1|24|81,12,14
1|24|82,11,8
1|24|83,4,6
1|24|84,7,9
1|24|85,3,4
1|24|86,4,6
1|24|87,7,4
1|24|88,3,7
1|24|89,4,4
1|24|9,1,2
1|24|90,10,12
1|24|91,2,4
1|24|92,4,2
1|24|93,1,3
1|24|94,5,8
1|24|95,6,4
1|24|96,4,4
1|24|97,5,8
1|24|98,6,4
1|24|99,2,4
1|27|1,3,3.5
1|27|10,3,4.5
1|27|100,4,7
1|27|101,8,15
1|27|102,8,8
