uni_const_code,n_indnota_pre,n_indnota_post
1|33|192,2,5
1|33|193,8,10
1|33|194,5,10
1|33|195,8,7
1|33|196,9,10
1|33|197,5,6
1|33|198,16,9
1|33|199,8,11
1|33|2,6,7
1|33|20,10,16
1|33|200,18,10
1|33|201,6,9
1|33|202,11,12
1|33|203,7,11
1|33|204,8,11
1|33|205,12,14
1|33|206,10,7
1|33|207,11,6
1|33|208,8,11
1|33|209,6,8
1|33|21,10,10
1|33|210,10,11
1|33|211,11,9
1|33|212,3,6
1|33|213,7,6
1|33|214,8,4
1|33|215,10,7
1|33|216,1,10
1|33|217,6,7
1|33|218,10,4
1|33|219,10,5
1|33|22,5,13
1|33|220,4,4
1|33|221,11,7
1|33|222,4,4
1|33|223,8,6
1|33|224,10,9
1|33|225,8,11
1|33|226,8,7
1|33|227,2,6
1|33|228,9,8
1|33|229,11,8
1|33|23,14,14
1|33|230,7,8
1|33|231,2,4
1|33|232,8,5
1|33|233,4,9
1|33|234,6,7
1|33|24,12,10
1|33|25,11,15
1|33|26,5,18
1|33|27,4,7
1|33|28,9,6
1|33|29,3,7
1|33|3,6,9
1|33|30,8,6
1|33|31,7,13
1|33|32,9,9
1|33|33,8,5
1|33|34,5,6
1|33|35,4,4
1|33|36,8,7
1|33|37,7,8
1|33|38,1,5
1|33|39,4,10
1|33|4,15,12
1|33|40,7,8
1|33|41,7,6
1|33|42,5,3
1|33|43,7,12
1|33|44,4,11
1|33|45,6,4
1|33|46,6,6
1|33|47,2,5
1|33|48,5,4
1|33|49,6,5
1|33|5,1,7
1|33|50,6,7
1|33|51,4,3
1|33|52,6,5
1|33|53,6,8
1|33|54,2,8
1|33|55,5,10
1|33|56,3,4
1|33|57,6,6
1|33|58,9,9
1|33|59,7,3
1|33|6,12,13
1|33|60,7,5
1|33|61,4,6
1|33|62,5,6
1|33|63,11,12
1|33|64,8,10
1|33|65,8,11
1|33|66,8,8
1|33|67,5,12
1|33|68,5,9
1|33|69,4,5
1|33|7,7,6
1|33|70,6,8
1|33|71,4,6
1|33|72,4,4
1|33|73,4,3
1|33|74,7,16
1|33|75,4,10
1|33|76,2,9
1|33|77,6,16
1|33|78,4,11
1|33|79,4,8
1|33|8,8,16
1|33|80,4,5
1|33|81,4,7
1|33|82,7,6
1|33|83,2,7
1|33|84,3,11
1|33|85,10,14
1|33|86,5,7
1|33|87,9,8
1|33|88,7,11
1|33|89,9,11
1|33|9,6,6
1|33|90,7,10
1|33|91,8,8
1|33|92,3,5
1|33|93,3,4
1|33|94,11,7
1|33|95,10,12
1|33|96,8,16
1|33|97,6,15
1|33|98,7,3
1|33|99,7,5
1|34|1,4,3
1|34|10,4,4
1|34|11,3,6
1|34|12,6,6
1|34|13,2,3
1|34|14,3,4
1|34|15,5,4
1|34|16,4,6
1|34|17,4,5
1|34|18,1,3
1|34|19,2,5
1|34|2,1,5
1|34|20,1,3
1|34|21,1,1
1|34|22,3,4
1|34|23,1,2
1|34|24,5,4
1|34|25,2,5
1|34|26,,3
1|34|27,1,2
1|34|28,2,3
1|34|29,,5
1|34|3,2,4
1|34|30,7,8
1|34|4,3,5
1|34|5,3,4
1|34|6,5,10
1|34|7,1,3
1|34|8,,3
1|34|9,3,2
1|36|1,1,4.5
1|36|10,4,4
1|36|100,4,7
1|36|101,4,5.5
1|36|102,5,7.5
1|36|103,3,5
1|36|104,4,6
1|36|105,7,8
1|36|106,6,9
1|36|107,8,6.5
1|36|108,11,6
1|36|109,4,6.5
1|36|11,3,3
1|36|110,6,6.5
1|36|111,8,11.5
1|36|112,4,12
1|36|113,3,7.5
1|36|114,2,6.5
1|36|115,5,5.5
1|36|116,2,3.5
1|36|117,7,6.5
1|36|118,5,7
1|36|119,3,6.5
1|36|12,,3.5
1|36|13,1,4
1|36|14,1,2.5
1|36|15,6,3
1|36|16,1,3.5
1|36|17,2,11.5
1|36|18,1,5.5
1|36|19,,5.5
1|36|2,3,5.5
1|36|20,4,5
1|36|21,1,5
1|36|22,1,4
1|36|23,7,12
1|36|24,4,4
1|36|25,3,5
1|36|26,9,8
1|36|27,5,6
1|36|28,2,4.5
1|36|29,8,3.5
1|36|3,4,10
1|36|30,5,4.5
1|36|31,4,2
1|36|32,7,6
1|36|33,3,5.5
1|36|34,5,3.5
1|36|35,1,2.5
1|36|36,3,2.5
1|36|37,,2.5
1|36|38,7,5.5
1|36|39,13,6
1|36|4,6,8.5
1|36|40,4,9
1|36|41,4,6
1|36|42,3,6
1|36|43,4,7.5
1|36|44,8,14.5
1|36|45,6,10
1|36|46,6,13
1|36|47,10,14
1|36|48,4,12
1|36|49,11,15.5
1|36|5,4,2.5
1|36|50,8,8.5
1|36|51,9,10.5
1|36|52,9,12.5
1|36|53,3,4.5
1|36|54,7,4
1|36|55,3,4.5
1|36|56,9,4
1|36|57,9,9
1|36|58,5,7
1|36|59,5,13.5
1|36|6,5,3
1|36|60,8,13.5
1|36|61,4,7
1|36|62,5,4.5
1|36|63,12,10.5
1|36|64,4,4.5
1|36|65,11,8
1|36|66,4,6.5
1|36|67,6,10
1|36|68,5,9
1|36|69,4,2.5
1|36|7,10,4.5
1|36|70,8,13
1|36|71,1,6
1|36|72,4,4
1|36|73,3,3.5
1|36|74,8,8
1|36|75,3,3.5
1|36|76,7,6.5
1|36|77,8,6.5
1|36|78,3,6
1|36|79,7,8
1|36|8,3,2
1|36|80,10,6.5
1|36|81,5,8
1|36|82,2,3
1|36|83,1,5
1|36|84,3,7.5
1|36|85,6,6
1|36|86,2,3.5
1|36|87,11,6
1|36|88,6,11
1|36|89,7,6
1|36|9,2,2
1|36|90,6,9.5
1|36|91,9,11.5
1|36|92,5,10
1|36|93,6,10.5
1|36|94,3,4
1|36|95,8,3.5
1|36|96,6,8
1|36|97,10,7
1|36|98,5,7.5
1|36|99,2,4
1|3|1,5,3
1|3|10,1,4
1|3|100,4,3
1|3|101,5,6
1|3|102,4,4
1|3|103,5,2
1|3|104,,4
1|3|105,5,5
1|3|106,7,6
1|3|107,3,2
1|3|108,3,2
1|3|109,5,3
1|3|11,3,6
1|3|110,10,4
1|3|111,5,5
1|3|112,5,3
1|3|113,4,3
1|3|114,4,11
1|3|115,4,2
1|3|116,2,4
1|3|117,7,6
1|3|12,2,4
1|3|13,7,6
1|3|14,2,2
1|3|15,5,6
1|3|16,2,2
1|3|17,4,4
1|3|18,3,6
1|3|19,4,6
1|3|2,3,8
1|3|20,,2
1|3|21,1,1
1|3|22,4,2
1|3|23,2,4
1|3|24,1,2
1|3|25,5,1
1|3|26,2,1
1|3|27,1,3
1|3|28,4,4
1|3|29,5,2
1|3|3,4,3
1|3|30,5,2
1|3|31,2,3
1|3|32,2,2
1|3|33,6,5
1|3|34,1,2
1|3|35,3,2
1|3|36,3,3
1|3|37,2,1
1|3|38,5,1
1|3|39,2,2
1|3|4,2,2
1|3|40,1,4
1|3|41,1,1
1|3|42,1,1
1|3|43,2,3
1|3|44,5,2
1|3|45,,4
1|3|46,4,2
1|3|47,4,4
1|3|48,2,5
1|3|49,2,3
1|3|5,1,3
1|3|50,4,2
1|3|51,2,2
1|3|52,4,3
1|3|53,4,5
1|3|54,1,3
1|3|55,7,1
1|3|56,4,5
1|3|57,5,3
1|3|58,4,1
1|3|59,3,4
1|3|6,1,4
1|3|60,7,2
1|3|61,8,3
1|3|62,9,5
1|3|63,5,1
1|3|64,2,5
1|3|65,4,5
1|3|66,3,5
1|3|67,2,5
1|3|68,1,2
1|3|69,1,2
1|3|7,3,8
1|3|70,3,4
1|3|71,2,5
1|3|72,4,2
1|3|73,3,6
1|3|74,3,3
1|3|75,1,8
1|3|76,6,6
1|3|77,1,5
1|3|78,7,8
1|3|79,12,5
1|3|8,3,3
1|3|80,6,9
1|3|81,9,7
1|3|82,1,2
1|3|83,4,1
1|3|84,5,2
1|3|85,6,3
1|3|86,3,5
1|3|87,8,4
1|3|88,4,3
1|3|89,4,3
1|3|9,1,2
1|3|90,9,11
1|3|91,,3
1|3|92,5,3
1|3|93,1,3
1|3|94,4,4
1|3|95,2,2
1|3|96,,2
1|3|97,2,1
1|3|98,1,2
1|3|99,6,3
1|5|1,1,2
1|5|10,4,5
1|5|11,2,2
1|5|12,2,5
1|5|13,4,6
1|5|14,7,4
1|5|15,1,2
1|5|16,8,7
1|5|17,12,7
1|5|18,3,14
1|5|19,9,11
1|5|2,1,4
1|5|20,2,3
1|5|21,3,6
1|5|22,5,7
1|5|23,7,4
1|5|24,9,6
1|5|25,8,5
1|5|26,9,8
1|5|27,3,5
1|5|28,,3
1|5|29,2,4
1|5|3,3,4
1|5|30,5,7
1|5|31,7,3
1|5|32,2,9
1|5|33,3,3
1|5|34,4,6
1|5|35,6,5
1|5|36,6,5
1|5|37,3,4
1|5|38,3,3
1|5|39,5,7
1|5|4,2,4
1|5|40,4,4
1|5|41,2,7
1|5|42,5,4
1|5|43,1,3
1|5|44,1,6
1|5|45,1,3
1|5|46,4,5
1|5|47,2,2
1|5|48,4,5
1|5|49,1,5
1|5|5,5,3
1|5|50,2,2
1|5|51,1,4
1|5|52,4,5
1|5|53,1,1
1|5|54,,4
1|5|55,6,1
1|5|56,5,5
1|5|57,5,6
1|5|58,1,3
1|5|59,4,3
1|5|6,5,5
1|5|60,4,5
1|5|61,6,5
1|5|62,6,5
1|5|63,4,5
1|5|64,2,2
1|5|65,2,5
1|5|66,4,6
1|5|67,2,4
1|5|68,2,5
1|5|69,2,4
1|5|7,2,4
1|5|70,5,4
1|5|8,4,7
1|5|9,1,4
1|6|1,4,4
1|6|10,9,4
1|6|11,5,4.5
1|6|12,3,1
1|6|13,7,5.5
1|6|14,4,5
1|6|15,3,4
1|6|16,6,8
1|6|17,3,7
1|6|18,12,9.5
1|6|19,6,6.5
1|6|2,3,7.5
1|6|20,6,6.5
1|6|21,5,4
1|6|22,6,6
1|6|23,6,11
1|6|24,6,9
1|6|25,4,4.5
1|6|26,1,1
1|6|27,4,5
1|6|28,2,3
1|6|29,4,6
1|6|3,4,3
1|6|30,1,3
1|6|31,1,7.5
1|6|32,5,6.5
1|6|33,3,7.5
1|6|34,2,5
1|6|35,6,4
1|6|36,7,8
1|6|37,6,4.5
1|6|38,2,5
1|6|39,5,10.5
1|6|4,5,4
1|6|40,7,13
1|6|41,5,7
1|6|42,1,2.5
1|6|43,4,5.5
1|6|44,5,5
1|6|45,10,10.5
1|6|46,2,7.5
1|6|47,4,7.5
1|6|48,2,4
1|6|49,3,13.5
1|6|5,3,6.5
1|6|50,7,11.5
1|6|51,9,7
1|6|52,8,11.5
1|6|53,13,9
1|6|54,12,10
1|6|55,7,5.5
1|6|56,9,9
1|6|57,15,13
1|6|58,10,10.5
1|6|59,11,9
1|6|6,2,3.5
1|6|60,9,12.5
1|6|61,3,6.5
1|6|62,5,8.5
1|6|63,3,5
1|6|64,5,8
1|6|65,8,6.5
1|6|66,7,6
1|6|67,6,4.5
1|6|68,9,9
1|6|69,6,6.5
1|6|7,2,3.5
1|6|70,9,4.5
1|6|71,8,4.5
1|6|72,2,6.5
1|6|73,7,6.5
1|6|74,9,6.5
1|6|75,6,4.5
1|6|76,7,8
1|6|77,9,9.5
1|6|78,8,7.5
1|6|79,7,3.5
1|6|8,1,7
1|6|80,3,5.5
1|6|81,16,6.5
1|6|82,7,5
1|6|83,6,5.5
1|6|84,6,6
1|6|85,4,5.5
1|6|86,3,8.5
1|6|87,3,4
1|6|88,6,4.5
1|6|89,7,3
1|6|9,7,3.5
1|6|90,4,4.5
1|7|1,4,3
1|7|10,3,1.5
1|7|11,4,5
1|7|12,3,2
1|7|13,2,2
1|7|14,5,4
1|7|15,3,2.5
1|7|16,7,5.5
1|7|17,7,4
1|7|18,4,5
1|7|19,7,6.5
1|7|2,9,6
1|7|20,8,7
1|7|21,7,8
1|7|22,3,5
1|7|23,3,4.5
1|7|24,6,2
1|7|25,7,4.5
1|7|26,3,2.5
1|7|27,15,7.5
1|7|28,6,1.5
1|7|29,10,5.5
1|7|3,8,4
1|7|30,4,4.5
1|7|31,12,4
1|7|32,5,5
1|7|33,7,4.5
1|7|34,8,7.5
1|7|35,9,5.5
1|7|36,1,2.5
1|7|37,2,3.5
1|7|38,10,6
1|7|39,3,5
1|7|4,7,3.5
1|7|40,9,5.5
1|7|41,1,4
1|7|42,5,4
1|7|43,3,3
1|7|44,4,3.5
1|7|45,5,3
1|7|46,3,2.5
1|7|47,1,1
1|7|48,1,2
1|7|49,6,6
1|7|5,6,4.5
1|7|50,2,2
1|7|51,4,5.5
1|7|52,8,6.5
1|7|53,1,6
1|7|54,6,4.5
1|7|55,4,3
1|7|56,5,2.5
1|7|57,2,2.5
1|7|58,3,3.5
1|7|59,7,2.5
1|7|6,6,2
1|7|60,11,3.5
1|7|61,2,5.5
1|7|62,7,5
1|7|63,2,2
1|7|64,2,3.5
1|7|65,6,3.5
1|7|66,,1.5
1|7|67,6,5
1|7|68,3,2.5
1|7|69,6,3.5
1|7|7,1,2
1|7|70,9,3.5
1|7|8,5,4.5
1|7|9,4,3
1|8|1,3,3
1|8|10,6,3.5
1|8|100,2,6.5
1|8|101,2,2.5
1|8|102,3,8.5
1|8|103,5,5.5
1|8|104,3,7
1|8|105,7,4
1|8|106,2,7
1|8|107,2,6
1|8|108,3,2
1|8|109,1,5.5
1|8|11,2,8
1|8|110,4,4.5
1|8|111,4,3
1|8|112,1,3
1|8|113,3,7
1|8|114,9,3.5
1|8|115,5,5.5
1|8|116,5,12.5
1|8|117,11,5.5
1|8|118,2,2.5
1|8|119,6,6
1|8|12,5,2.5
1|8|120,8,4
1|8|121,7,4.5
1|8|122,1,5
1|8|123,5,3
1|8|124,1,3
1|8|125,2,3.5
1|8|126,2,3.5
1|8|127,6,8.5
1|8|128,9,8.5
1|8|129,19,9
1|8|13,10,6.5
1|8|130,4,4
1|8|131,6,1.5
1|8|132,4,2.5
1|8|133,2,3
1|8|134,4,1.5
1|8|135,2,5.5
1|8|136,3,2
1|8|137,4,5.5
1|8|138,7,5.5
1|8|139,6,2
1|8|14,8,11.5
1|8|140,2,1.5
1|8|141,10,9
1|8|142,4,2
1|8|143,9,7
1|8|144,2,3
1|8|145,3,3
1|8|146,6,8.5
1|8|147,2,4
1|8|148,3,3.5
1|8|149,1,2
1|8|15,1,4.5
1|8|150,2,2
1|8|151,1,1.5
1|8|152,1,1.5
1|8|153,7,5
1|8|154,7,2
1|8|155,3,2.5
1|8|156,1,1.5
1|8|157,1,1.5
1|8|158,1,2.5
1|8|159,2,1.5
1|8|16,4,3
1|8|160,,2.5
1|8|161,2,2.5
1|8|162,3,3
1|8|163,4,2
1|8|164,1,2.5
1|8|165,1,2
1|8|166,3,3
1|8|167,2,3.5
1|8|168,4,4
1|8|169,3,4.5
1|8|17,2,3
1|8|170,,5
1|8|171,2,5
1|8|172,,2.5
1|8|173,5,7.5
1|8|174,2,4.5
1|8|175,2,2.5
1|8|176,3,4
1|8|177,4,4.5
1|8|178,2,6
1|8|179,4,4.5
1|8|18,7,6
1|8|180,8,6
1|8|181,1,4
1|8|182,3,4.5
1|8|183,7,5.5
1|8|184,2,3.5
1|8|185,1,2.5
1|8|186,5,6
1|8|187,2,2.5
1|8|188,6,3
1|8|189,7,4
1|8|19,10,6.5
1|8|190,9,7.5
1|8|191,5,4
1|8|192,1,3.5
1|8|193,6,4
1|8|194,6,3
1|8|195,3,2
1|8|196,2,3
1|8|197,,1.5
1|8|198,4,4.5
1|8|199,,4
1|8|2,10,11
1|8|20,3,5.5
1|8|200,,2.5
1|8|21,6,3.5
1|8|22,9,5.5
1|8|23,1,5
1|8|24,5,2.5
1|8|25,11,3.5
1|8|26,7,6.5
1|8|27,9,7
1|8|28,3,3
1|8|29,5,8
1|8|3,7,8
1|8|30,14,9
1|8|31,9,4.5
1|8|32,6,3.5
1|8|33,10,6.5
1|8|34,6,5.5
1|8|35,8,6.5
1|8|36,1,6
1|8|37,4,7
1|8|38,8,8
1|8|39,7,6.5
1|8|4,8,8
1|8|40,13,9.5
1|8|41,12,11
1|8|42,4,4
1|8|43,6,9
1|8|44,7,3.5
1|8|45,1,3.5
1|8|46,5,10.5
1|8|47,12,7
1|8|48,8,4.5
1|8|49,8,9.5
1|8|5,2,4.5
1|8|50,14,7
1|8|51,2,6.5
1|8|52,12,29
1|8|53,11,21
1|8|54,10,10
1|8|55,5,6.5
1|8|56,5,2.5
1|8|57,9,7.5
1|8|58,2,2
1|8|59,9,7
1|8|6,3,1.5
1|8|60,17,2
1|8|61,4,8.5
1|8|62,5,6.5
1|8|63,9,6
1|8|64,6,6.5
1|8|65,9,3.5
1|8|66,13,6
1|8|67,13,7
1|8|68,9,5.5
1|8|69,3,5
1|8|7,4,3.5
1|8|70,7,7
1|8|71,15,7.5
1|8|72,4,5
1|8|73,6,9
1|8|74,5,5.5
1|8|75,1,2.5
1|8|76,8,3
1|8|77,3,2.5
1|8|78,7,5
1|8|79,6,7.5
1|8|8,1,5.5
1|8|80,6,4.5
1|8|81,3,3
1|8|82,4,2.5
1|8|83,7,6
1|8|84,8,4
1|8|85,5,8
1|8|86,10,5.5
1|8|87,1,2
1|8|88,2,5
1|8|89,3,2
1|8|9,8,2.5
1|8|90,10,7
1|8|91,9,4
1|8|92,12,6.5
1|8|93,4,3.5
1|8|94,8,4
1|8|95,3,1.5
1|8|96,4,3
1|8|97,3,2
1|8|98,5,7.5
1|8|99,3,3.5
1|9|1,1,7
1|9|10,10,6
1|9|100,2,6
1|9|101,4,3
1|9|102,5,6
1|9|103,5,11
1|9|104,2,7
1|9|105,5,4
1|9|106,2,6
1|9|107,4,6
1|9|108,1,4
1|9|109,,5
1|9|11,2,8
1|9|110,4,5
1|9|111,1,4
1|9|112,3,2
1|9|113,1,1
1|9|114,2,7
1|9|115,2,6
1|9|116,3,2
1|9|117,,3
1|9|118,1,6
1|9|119,4,3
1|9|12,3,3
1|9|120,1,5
1|9|121,2,5
1|9|122,1,2
1|9|123,6,2
1|9|124,3,5
1|9|125,4,2
1|9|126,7,3
1|9|127,3,5
1|9|128,3,5
1|9|129,4,2
1|9|13,2,3
1|9|130,2,3
1|9|131,7,6
1|9|132,2,3
1|9|133,3,5
1|9|134,,5
1|9|135,6,6
1|9|136,2,5
1|9|137,2,4
1|9|138,3,2
1|9|139,2,3
1|9|14,4,7
1|9|140,5,1
1|9|141,2,2
1|9|142,2,2
1|9|143,3,2
1|9|144,6,4
1|9|145,,6
1|9|146,5,6
1|9|147,,2
1|9|148,1,6
1|9|149,5,5
1|9|15,13,5
1|9|150,5,3
1|9|151,,2
1|9|152,2,2
1|9|153,3,4
1|9|154,6,5
1|9|155,4,4
1|9|156,5,9
1|9|157,5,5
1|9|158,4,7
1|9|159,3,6
1|9|16,,5
1|9|160,6,4
1|9|161,5,7
1|9|162,3,6
1|9|163,3,4
1|9|164,1,3
1|9|165,6,6
1|9|166,3,2
1|9|167,1,2
1|9|168,5,3
1|9|169,7,3
1|9|17,4,4
1|9|170,9,7
1|9|171,8,6
1|9|172,5,4
1|9|173,9,4
1|9|174,3,1
1|9|175,10,4
1|9|176,,9
1|9|177,1,7
1|9|178,3,6
1|9|179,3,5
1|9|18,2,5
1|9|180,5,4
1|9|181,1,5
1|9|182,3,3
1|9|183,4,4
1|9|184,3,5
1|9|185,8,7
1|9|186,3,14
1|9|187,4,5
1|9|188,3,4
1|9|189,5,7
1|9|19,4,14
1|9|190,2,5
1|9|191,3,4
1|9|192,4,3
1|9|193,7,5
1|9|194,8,12
1|9|195,6,10
1|9|196,6,7
1|9|197,9,7
1|9|198,2,5
1|9|199,,5
1|9|2,3,6
1|9|20,,3
1|9|200,3,5
1|9|201,,1
1|9|202,1,3
1|9|203,2,7
1|9|204,1,2
1|9|205,1,2
1|9|206,3,3
1|9|207,5,3
1|9|208,7,6
1|9|209,7,2
1|9|21,,5
1|9|210,10,6
1|9|211,6,2
1|9|212,12,1
1|9|213,3,2
1|9|214,4,4
1|9|215,5,3
1|9|216,4,2
1|9|217,9,5
1|9|218,5,2
1|9|219,6,4
1|9|22,9,3
1|9|220,2,3
1|9|221,1,1
1|9|222,7,5
1|9|223,6,7
1|9|224,1,3
1|9|225,5,5
1|9|226,5,5
1|9|227,7,7
1|9|228,4,3
1|9|229,5,2
1|9|23,2,5
1|9|230,2,4
1|9|231,5,6
1|9|232,4,3
1|9|233,3,2
1|9|234,3,7
1|9|235,2,7
1|9|236,6,3
1|9|237,12,5
1|9|238,2,2
1|9|239,4,2
1|9|24,,5
1|9|240,6,6
1|9|241,4,9
1|9|242,,3
1|9|243,2,1
1|9|244,3,2
1|9|245,3,5
1|9|246,4,4
1|9|247,8,5
1|9|248,9,6
1|9|249,1,3
1|9|25,4,5
1|9|250,7,7
1|9|251,9,5
1|9|252,2,2
1|9|253,11,6
1|9|254,8,4
1|9|255,8,3
1|9|256,11,4
1|9|257,3,8
1|9|258,4,4
1|9|259,7,7
1|9|26,2,4
1|9|260,10,9
1|9|261,7,6
1|9|262,3,15
1|9|263,6,6
1|9|264,10,5
1|9|265,2,3
1|9|266,7,4
1|9|267,6,3
1|9|268,11,4
1|9|269,4,3
1|9|27,4,7
1|9|270,4,3
1|9|271,,4
1|9|272,2,1
1|9|273,1,3
1|9|274,4,3
1|9|275,6,2
1|9|276,4,2
1|9|277,6,2
1|9|278,3,2
1|9|279,2,3
1|9|28,4,4
1|9|280,2,3
1|9|281,5,5
1|9|282,3,6
1|9|283,7,4
1|9|284,4,6
1|9|285,3,6
1|9|286,1,4
1|9|287,7,4
1|9|288,6,2
1|9|289,6,7
1|9|29,3,6
1|9|290,3,6
1|9|291,11,8
1|9|292,6,8
1|9|293,5,7
1|9|294,2,4
1|9|295,4,9
1|9|296,5,9
1|9|297,6,6
1|9|298,7,10
1|9|299,3,7
1|9|3,4,5
1|9|30,1,7
1|9|300,3,5
1|9|301,6,8
1|9|302,7,5
1|9|303,3,3
1|9|304,4,4
1|9|305,3,2
1|9|306,2,3
1|9|307,5,7
1|9|308,3,3
1|9|309,4,4
1|9|31,2,3
1|9|310,5,4
1|9|311,1,4
1|9|312,5,7
1|9|313,5,11
1|9|314,1,3
1|9|315,6,2
1|9|316,2,2
1|9|317,6,4
1|9|318,2,3
1|9|319,2,6
1|9|32,4,6
1|9|320,7,4
1|9|321,7,9
1|9|322,13,12
1|9|323,7,3
1|9|324,10,4
1|9|325,4,3
1|9|326,18,8
1|9|327,3,2
1|9|328,11,4
1|9|329,12,7
1|9|33,1,4
1|9|330,10,9
1|9|331,1,5
1|9|332,5,7
1|9|333,1,4
1|9|334,7,3
1|9|335,4,4
1|9|336,3,4
1|9|337,9,5
1|9|338,6,3
1|9|339,8,4
1|9|34,2,2
1|9|340,5,6
1|9|341,5,2
1|9|342,6,3
1|9|343,4,3
1|9|344,2,2
1|9|345,1,4
1|9|346,5,3
1|9|347,2,1
1|9|348,3,6
1|9|349,5,5
1|9|35,4,3
1|9|350,2,3
1|9|351,2,2
1|9|352,2,1
1|9|353,6,5
1|9|354,3,8
1|9|355,2,1
1|9|356,5,3
1|9|357,1,5
1|9|358,8,4
1|9|359,2,5
1|9|36,4,3
1|9|360,3,5
1|9|361,5,6
1|9|362,9,11
1|9|363,4,9
1|9|364,6,2
1|9|365,1,6
1|9|366,6,3
1|9|367,2,3
1|9|368,2,4
1|9|369,2,4
1|9|37,1,3
1|9|370,2,10
1|9|371,5,6
1|9|372,3,1
1|9|373,5,1
1|9|374,2,1
1|9|375,4,2
1|9|376,3,2
1|9|377,2,6
1|9|378,4,3
1|9|379,1,2
1|9|38,2,3
1|9|380,,4
1|9|381,2,2
1|9|382,3,7
1|9|383,1,2
1|9|384,3,4
1|9|385,4,4
1|9|386,3,2
1|9|387,6,6
1|9|388,11,4
1|9|389,2,7
1|9|39,2,1
1|9|390,5,11
1|9|391,2,6
1|9|392,3,6
1|9|393,1,5
1|9|394,3,1
1|9|395,2,1
1|9|396,6,9
1|9|397,2,6
1|9|398,1,6
1|9|399,5,6
1|9|4,6,5
1|9|40,2,4
1|9|400,5,6
1|9|401,12,10
1|9|402,12,6
1|9|403,4,2
1|9|41,2,7
1|9|42,,2
1|9|43,4,5
1|9|44,4,4
1|9|45,1,1
1|9|46,4,4
1|9|47,9,4
1|9|48,4,9
1|9|49,5,5
1|9|5,5,3
1|9|50,2,2
1|9|51,2,3
1|9|52,3,4
1|9|53,3,3
1|9|54,3,8
1|9|55,4,4
1|9|56,5,6
1|9|57,2,4
1|9|58,4,2
1|9|59,1,3
1|9|6,,3
1|9|60,5,7
1|9|61,10,3
1|9|62,4,7
1|9|63,3,3
1|9|64,10,1
1|9|65,4,2
1|9|66,2,4
1|9|67,2,5
1|9|68,9,3
1|9|69,4,6
1|9|7,2,4
1|9|70,2,2
1|9|71,,1
1|9|72,7,3
1|9|73,4,4
1|9|74,9,7
1|9|75,5,5
1|9|76,10,4
1|9|77,3,3
1|9|78,4,4
1|9|79,8,9
1|9|8,5,4
1|9|80,6,10
1|9|81,5,5
1|9|82,2,7
1|9|83,4,4
1|9|84,12,5
1|9|85,3,6
1|9|86,5,5
1|9|87,5,6
1|9|88,5,15
1|9|89,6,7
1|9|9,1,6
1|9|90,4,5
1|9|91,1,4
1|9|92,4,9
1|9|93,,2
1|9|94,6,7
1|9|95,5,6
1|9|96,2,4
1|9|97,3,3
1|9|98,7,5
1|9|99,13,5
